,time,volume
0,0.5,17339
1,0.67,18799
2,1.0,37663
3,1.0,33837
4,1.0,21095
5,1.0,12628
6,1.0,15272
7,1.0,4386
8,1.0,15417
9,1.0,12291
10,1.5,9695
11,1.5,3216
12,1.5,29701
13,2.0,9003
14,2.0,11533
15,2.0,6480
16,2.0,15254
17,2.0,16764
18,2.0,14353
19,2.0,29614
20,2.0,32621
21,2.0,41370
22,2.0,1084
23,2.5,39868
24,3.0,17633
25,3.0,1091
26,3.0,16707
27,3.0,7286
28,3.0,15345
29,3.0,23526
30,3.0,9653
31,4.17,35646.0
32,5.0,47392
33,5.0,16801
34,8.0,20309
35,9.0,11107
36,9.0,20931
37,9.03,32460.0
38,9.52,41292.0
39,10.0,23528
40,10.0,23326
41,10.25,32889.0
42,11.53,16723.0
43,11.93,711.0
44,11.97,44392.0
45,12.42,39676.0
46,13.18,76322.0
47,13.43,11371.0
48,13.67,13297.0
49,14.12,31618.0
50,14.87,22075.0
51,14.92,23390.0
52,15.0,22355.0
53,15.18,9541.0
54,15.82,10710.0
55,16.22,16033.0
56,17.67,19517.0
57,18.32,16594.0
58,20.87,21633.0
59,21.4,17750.0
60,22.57,19888.0
61,23.4,19434.0
62,23.88,28344.0
63,24.1,11074.0
64,25.53,34017.0
65,26.47,23182.0
66,29.07,13818.0
67,29.8,22536.0
68,30.42,40975.0
69,33.48,28785.0
70,34.75,13051.0
71,36.35,39556.0
72,37.73,21244.0
73,39.33,23424.0
74,39.5,35116.0
75,39.6,49767.0
76,39.93,37897.0
77,40.05,22191.0
78,42.52,30933.0
79,42.63,18649.0
80,42.75,29007.0
81,43.52,27870.0
82,45.28,44764.0
83,49.88,34176.0
84,52.48,28165.0
85,58.08,23317.0
86,66.15,48539.0
87,69.22,28415.0
88,71.6,20788.0
89,76.03,44172.0
90,78.78,38232.0
91,85.42,30080.0
92,86.42,42038.0
93,87.78,4992.0
94,97.95,12898.0
95,98.25,51887.0
96,98.77,21854.0
97,110.78,22328.0
98,113.1,29340.0
99,117.03,27787.0
100,123.1,25422.0
101,126.0,15033.0
102,126.98,47580.0
103,135.58,30637.0
104,139.75,47195.0
105,146.02,25712.0
106,147.62,50652.0
107,158.23,16378.0
108,165.72,45271.0
109,172.85,22086.0
110,173.53,34914.0
111,173.58,52388.0
112,177.68,23846.0
113,178.6,21325.0
114,181.28,39377.0
115,181.82,44436.0
116,187.65,26426.0
117,188.57,24644.0
118,190.58,30438.0
119,196.17,30013.0
120,208.62,34310.0
121,211.4,10274.0
122,229.6,26813.0
123,230.1,4787.0
124,239.2,31092.0
125,242.78,3504.0
126,247.15,11795.0
127,250.03,18389.0
128,254.62,12735.0
129,265.42,52101.0
130,278.13,38180.0
131,283.87,67976.0
132,289.97,656.0
133,296.9,27745.0
134,303.5,33686.0
135,319.93,8175.0
136,339.5,20900.0
137,375.9,19245.0
138,379.62,13138.0
139,397.63,34625.0
140,398.88,14406.0
141,400.77,26006.0
142,448.02,34868.0
143,457.62,75.0
144,459.22,57285.0
145,475.72,34853.0
146,481.27,55714.0
147,484.93,40598.0
148,520.43,28862.0
149,524.93,11519.0
150,542.1,21797.0
151,547.28,6400.0
152,570.5,40666.0
153,591.47,4432.0
154,621.4,38415.0
155,774.95,10340.0
156,805.88,1549.0
157,903.37,17288.0
158,927.58,11202.0
159,951.55,0.0
160,1119.18,0.0
161,1247.03,0.0
162,1271.8,1099.0
163,1784.37,0.0
164,4307.58,72247.0
