,time,volume
0,0.5,33604
1,0.5,10958
2,0.5,23890
3,1.0,28955
4,1.0,4473
5,1.0,4401
6,1.0,53627
7,2.0,19961
8,2.0,42734
9,2.0,27830
10,2.0,14681
11,2.0,16568
12,2.0,45074
13,2.2,46988.0
14,4.0,7036
15,5.0,5759
16,5.47,33449.0
17,6.0,26140
18,8.0,44907
19,11.68,16232.0
20,12.87,30752.0
21,13.33,36267.0
22,15.57,40092.0
23,15.58,38354.0
24,15.62,58358.0
25,16.27,33546.0
26,17.37,26888.0
27,17.72,38474.0
28,18.0,32434
29,23.73,44899.0
30,28.17,44699.0
31,30.03,22769.0
32,31.2,39633.0
33,35.97,62015.0
34,38.43,45387.0
35,44.08,20015.0
36,44.93,7538.0
37,48.9,45266.0
38,49.03,40634.0
39,55.22,58778.0
40,60.12,34542.0
41,63.97,43374.0
42,95.57,79391.0
43,96.3,39878.0
44,115.78,53073.0
45,117.13,31287.0
46,118.9,37116.0
47,118.9,47084.0
48,127.35,94642.0
49,127.43,39921.0
50,142.92,45445.0
51,148.57,50903.0
52,155.68,66059.0
53,168.37,17205.0
54,192.7,42807.0
55,200.83,81670.0
56,204.1,39826.0
57,207.33,18619.0
58,208.18,66089.0
59,221.03,41808.0
60,231.72,69692.0
61,236.05,64084.0
62,240.12,33087.0
63,257.0,70518.0
64,283.45,56867.0
65,289.12,79961.0
66,294.42,22092.0
67,309.03,51531.0
68,331.25,15428.0
69,335.45,96502.0
70,347.62,97468.0
71,349.23,43817.0
72,359.95,77707.0
73,363.77,40009.0
74,407.07,82603.0
75,409.02,20720.0
76,409.52,43794.0
77,436.8,56544.0
78,506.97,30197.0
79,528.03,50230.0
80,528.28,55916.0
81,536.05,58161.0
82,539.82,51755.0
83,604.33,70743.0
84,640.58,55312.0
85,656.23,3868.0
86,660.08,51033.0
87,928.5,487.0
88,1047.58,10000.0
89,1068.37,6395.0
90,1345.18,1477.0
91,1397.37,377.0
92,1774.97,0.0
93,1826.73,162.0
94,2642.0,451.0
95,3729.32,57.0
96,4535.32,0.0
97,4801.23,0.0
