,time,volume
0,0.5,23890
1,0.5,33604
2,0.5,17339
3,0.5,10958
4,0.67,18799
5,1.0,4401
6,1.0,28955
7,1.0,53627
8,1.0,33837
9,1.0,4473
10,1.0,21095
11,1.0,37663
12,1.0,15417
13,1.5,29701
14,1.5,9695
15,2.0,27830
16,2.0,41370
17,2.0,11533
18,2.0,14681
19,2.0,9003
20,2.0,16568
21,2.0,19961
22,2.0,42734
23,2.0,45074
24,2.0,15254
25,2.0,32621
26,2.0,16764
27,2.0,1084
28,2.0,29614
29,2.0,14353
30,2.2,46988.0
31,2.5,39868
32,3.0,17633
33,3.0,23526
34,4.0,7036
35,4.17,35646.0
36,5.0,5759
37,5.47,33449.0
38,6.0,26140
39,8.0,44907
40,8.0,20309
41,9.03,32460.0
42,9.52,41292.0
43,10.0,23326
44,10.25,32889.0
45,11.53,16723.0
46,11.68,16232.0
47,11.93,711.0
48,11.97,44392.0
49,12.42,39676.0
50,12.87,30752.0
51,13.18,76322.0
52,13.33,36267.0
53,13.67,13297.0
54,14.12,31618.0
55,14.87,22075.0
56,14.92,23390.0
57,15.57,40092.0
58,15.58,38354.0
59,15.62,58358.0
60,16.27,33546.0
61,17.37,26888.0
62,17.72,38474.0
63,18.0,32434
64,21.4,17750.0
65,22.57,19888.0
66,23.73,44899.0
67,23.88,28344.0
68,25.53,34017.0
69,28.17,44699.0
70,29.07,13818.0
71,29.8,22536.0
72,30.03,22769.0
73,31.2,39633.0
74,35.97,62015.0
75,36.35,39556.0
76,38.43,45387.0
77,39.6,49767.0
78,39.93,37897.0
79,40.05,22191.0
80,42.75,29007.0
81,44.08,20015.0
82,44.93,7538.0
83,45.28,44764.0
84,48.9,45266.0
85,49.03,40634.0
86,49.88,34176.0
87,52.48,28165.0
88,55.22,58778.0
89,60.12,34542.0
90,63.97,43374.0
91,66.15,48539.0
92,69.22,28415.0
93,71.6,20788.0
94,76.03,44172.0
95,78.78,38232.0
96,86.42,42038.0
97,95.57,79391.0
98,96.3,39878.0
99,98.25,51887.0
100,98.77,21854.0
101,115.78,53073.0
102,117.03,27787.0
103,117.13,31287.0
104,118.9,47084.0
105,118.9,37116.0
106,123.1,25422.0
107,126.98,47580.0
108,127.35,94642.0
109,127.43,39921.0
110,139.75,47195.0
111,142.92,45445.0
112,146.02,25712.0
113,147.62,50652.0
114,148.57,50903.0
115,155.68,66059.0
116,158.23,16378.0
117,165.72,45271.0
118,168.37,17205.0
119,172.85,22086.0
120,173.53,34914.0
121,173.58,52388.0
122,181.82,44436.0
123,187.65,26426.0
124,190.58,30438.0
125,192.7,42807.0
126,196.17,30013.0
127,200.83,81670.0
128,204.1,39826.0
129,207.33,18619.0
130,208.18,66089.0
131,208.62,34310.0
132,221.03,41808.0
133,230.1,4787.0
134,231.72,69692.0
135,236.05,64084.0
136,240.12,33087.0
137,242.78,3504.0
138,247.15,11795.0
139,257.0,70518.0
140,265.42,52101.0
141,283.45,56867.0
142,283.87,67976.0
143,289.12,79961.0
144,289.97,656.0
145,294.42,22092.0
146,309.03,51531.0
147,331.25,15428.0
148,335.45,96502.0
149,339.5,20900.0
150,347.62,97468.0
151,349.23,43817.0
152,359.95,77707.0
153,363.77,40009.0
154,407.07,82603.0
155,409.02,20720.0
156,409.52,43794.0
157,436.8,56544.0
158,448.02,34868.0
159,457.62,75.0
160,459.22,57285.0
161,475.72,34853.0
162,481.27,55714.0
163,484.93,40598.0
164,506.97,30197.0
165,524.93,11519.0
166,528.03,50230.0
167,528.28,55916.0
168,536.05,58161.0
169,539.82,51755.0
170,542.1,21797.0
171,570.5,40666.0
172,604.33,70743.0
173,621.4,38415.0
174,640.58,55312.0
175,656.23,3868.0
176,660.08,51033.0
177,774.95,10340.0
178,903.37,17288.0
179,927.58,11202.0
180,928.5,487.0
181,1047.58,10000.0
182,1068.37,6395.0
183,1119.18,0.0
184,1271.8,1099.0
185,1345.18,1477.0
186,1397.37,377.0
187,1774.97,0.0
188,1826.73,162.0
189,2642.0,451.0
190,3729.32,57.0
191,4535.32,0.0
192,4801.23,0.0
