,time,volume
0,0.25,8044
1,0.5,7367
2,0.5,4923
3,0.67,160
4,1.0,22191
5,1.0,5463
6,1.0,12852
7,1.0,5951
8,1.0,7317
9,1.0,1396
10,1.0,5169
11,1.0,5080
12,1.0,7239
13,1.5,10154
14,1.5,398
15,1.5,746
16,2.0,10390
17,2.0,3974
18,2.0,12949
19,2.0,5848
20,3.0,3327
21,3.0,10227
22,3.0,5318
23,3.0,10197
24,3.0,8178
25,3.0,9694
26,3.58,3943.0
27,4.0,4242
28,4.0,12087
29,5.0,2679
30,5.0,9317
31,5.0,7667
32,5.93,6081.0
33,6.0,1500
34,6.1,527.0
35,7.0,9073
36,8.05,4015.0
37,9.5,8814
38,9.65,10374.0
39,10.0,11479
40,10.0,3955
41,13.77,6094.0
42,14.62,8452.0
43,16.0,12104.0
44,16.55,1776.0
45,16.98,18956.0
46,17.15,3642.0
47,18.28,13043.0
48,18.4,1154.0
49,19.65,18574.0
50,20.57,13771.0
51,20.82,9150.0
52,21.47,8707.0
53,21.67,18889.0
54,24.18,17400.0
55,25.48,6974.0
56,25.93,20132.0
57,26.08,11482.0
58,26.47,9249.0
59,26.6,4024.0
60,26.8,6752.0
61,27.85,6525.0
62,28.32,5065.0
63,28.92,15664.0
64,29.28,19022.0
65,29.37,7296.0
66,30.8,6706.0
67,31.23,552.0
68,31.92,8635.0
69,34.3,6240.0
70,34.73,6033.0
71,36.32,233.0
72,46.12,3226.0
73,49.1,12524.0
74,49.33,9355.0
75,54.88,1169.0
76,60.78,16984.0
77,63.88,11581.0
78,67.47,27520.0
79,68.18,22570.0
80,83.85,9540.0
81,87.98,9911.0
82,94.98,18694.0
83,97.1,18251.0
84,100.85,18164.0
85,119.77,19447.0
86,122.6,20385.0
87,125.43,2946.0
88,127.53,11560.0
89,145.05,11741.0
90,146.25,7129.0
91,171.4,1316.0
92,171.87,440.0
93,179.38,6076.0
94,180.75,21970.0
95,186.25,16510.0
96,194.32,15231.0
97,197.23,3191.0
98,200.32,2378.0
99,206.75,14763.0
100,218.7,9754.0
101,227.5,5204.0
102,238.12,1488.0
103,255.12,11687.0
104,263.8,8693.0
105,266.95,189.0
106,271.17,3258.0
107,276.37,5810.0
108,280.45,4054.0
109,291.32,20041.0
110,297.23,1124.0
111,297.95,15157.0
112,307.32,9374.0
113,312.02,1736.0
114,314.53,3744.0
115,316.77,19750.0
116,321.58,1794.0
117,332.58,13.0
118,333.57,8820.0
119,348.28,2490.0
120,382.53,7061.0
121,423.5,231.0
122,448.27,4603.0
123,452.53,2503.0
124,460.32,0.0
125,481.42,10975.0
126,513.47,7072.0
127,571.9,2735.0
128,595.65,0.0
129,623.95,32.0
130,728.72,0.0
131,763.47,1754.0
132,770.53,625.0
133,845.55,0.0
134,956.02,633.0
135,960.65,0.0
136,1155.2,53.0
137,1668.34,0.0
138,2752.63,0.0
139,4327.02,0.0
