,time,volume
0,0.5,10958
1,0.5,23890
2,1.0,37663
3,1.0,28955
4,1.0,4473
5,1.0,21095
6,1.0,53627
7,1.5,29701
8,2.0,19961
9,2.0,45074
10,2.0,14681
11,2.0,16568
12,2.0,27830
13,2.0,42734
14,2.0,32621
15,2.0,41370
16,2.0,29614
17,2.2,46988.0
18,2.5,39868
19,4.0,7036
20,5.0,5759
21,5.47,33449.0
22,6.0,26140
23,8.0,44907
24,9.03,32460.0
25,9.52,41292.0
26,12.87,30752.0
27,13.18,76322.0
28,13.33,36267.0
29,15.57,40092.0
30,15.58,38354.0
31,15.62,58358.0
32,16.27,33546.0
33,17.37,26888.0
34,17.72,38474.0
35,22.57,19888.0
36,25.53,34017.0
37,28.17,44699.0
38,30.03,22769.0
39,31.2,39633.0
40,35.97,62015.0
41,38.43,45387.0
42,39.6,49767.0
43,42.75,29007.0
44,44.93,7538.0
45,45.28,44764.0
46,48.9,45266.0
47,52.48,28165.0
48,55.22,58778.0
49,63.97,43374.0
50,76.03,44172.0
51,95.57,79391.0
52,98.77,21854.0
53,115.78,53073.0
54,118.9,47084.0
55,127.35,94642.0
56,142.92,45445.0
57,146.02,25712.0
58,147.62,50652.0
59,148.57,50903.0
60,155.68,66059.0
61,158.23,16378.0
62,168.37,17205.0
63,187.65,26426.0
64,196.17,30013.0
65,200.83,81670.0
66,207.33,18619.0
67,208.18,66089.0
68,221.03,41808.0
69,230.1,4787.0
70,231.72,69692.0
71,236.05,64084.0
72,242.78,3504.0
73,257.0,70518.0
74,289.12,79961.0
75,289.97,656.0
76,331.25,15428.0
77,335.45,96502.0
78,339.5,20900.0
79,349.23,43817.0
80,359.95,77707.0
81,363.77,40009.0
82,407.07,82603.0
83,436.8,56544.0
84,457.62,75.0
85,459.22,57285.0
86,484.93,40598.0
87,506.97,30197.0
88,524.93,11519.0
89,528.03,50230.0
90,528.28,55916.0
91,536.05,58161.0
92,539.82,51755.0
93,570.5,40666.0
94,604.33,70743.0
95,640.58,55312.0
96,656.23,3868.0
97,903.37,17288.0
98,928.5,487.0
99,1047.58,10000.0
100,1068.37,6395.0
101,1345.18,1477.0
102,1397.37,377.0
103,1774.97,0.0
104,1826.73,162.0
105,2642.0,451.0
106,3729.32,57.0
107,4535.32,0.0
108,4801.23,0.0
