,0,1
0,0.7472096,0.25279036
1,0.7352687,0.26473132
2,0.3898193,0.61018074
3,0.54662013,0.4533799
4,0.4443628,0.55563724
5,0.68529314,0.3147068
6,0.69827056,0.30172947
7,0.59635717,0.4036428
8,0.32630512,0.6736949
9,0.5634517,0.43654832
10,0.61135626,0.3886438
11,0.723699,0.27630103
12,0.7279922,0.27200797
13,0.67518485,0.32481518
14,0.6372034,0.36279663
15,0.7317546,0.26824543
16,0.28627932,0.7137207
17,0.6847467,0.31525335
18,0.6777599,0.32224014
19,0.6804366,0.31956345
20,0.67781526,0.3221848
21,0.5454469,0.45455316
22,0.67950386,0.32049617
23,0.64297175,0.3570283
24,0.7265477,0.27345237
25,0.7004462,0.29955396
26,0.5358928,0.46410725
27,0.6861486,0.31385145
28,0.72361016,0.2763898
29,0.59970015,0.4002998
30,0.6321344,0.36786565
31,0.49394676,0.5060532
32,0.4347951,0.56520486
33,0.75046974,0.24953024
34,0.7087893,0.29121062
35,0.33394334,0.66605675
36,0.4045581,0.5954419
37,0.43612763,0.56387246
38,0.29442015,0.70557994
39,0.66638637,0.33361354
40,0.6034616,0.39653838
41,0.6966449,0.30335504
42,0.52758336,0.4724166
43,0.6044105,0.3955894
44,0.70995903,0.29004106
45,0.69747627,0.3025236
46,0.7354774,0.26452258
47,0.32395145,0.67604834
48,0.70555806,0.29444203
49,0.65733457,0.34266537
50,0.7441245,0.25587562
51,0.5899472,0.41005284
52,0.7282962,0.2717038
53,0.33450258,0.66549754
54,0.6861273,0.3138727
55,0.5012061,0.4987939
56,0.35233754,0.6476626
57,0.62022334,0.3797766
58,0.73192286,0.26807725
59,0.39947945,0.6005205
60,0.2988015,0.7011984
61,0.68917906,0.310821
62,0.6862711,0.313729
63,0.68200845,0.31799155
64,0.7433361,0.25666386
65,0.6662807,0.33371934
66,0.73072374,0.26927635
67,0.53414106,0.46585888
68,0.57910657,0.4208934
69,0.42766896,0.5723311
70,0.6316863,0.3683138
71,0.6033156,0.3966844
72,0.73291063,0.2670895
73,0.69938487,0.30061507
74,0.69304895,0.306951
75,0.364687,0.63531303
76,0.32658115,0.6734188
77,0.5915418,0.40845805
78,0.3555521,0.64444786
79,0.3704294,0.6295706
80,0.4461346,0.55386543
81,0.7305911,0.2694089
82,0.67760175,0.32239822
83,0.7331984,0.26680166
84,0.5816932,0.4183069
85,0.57204777,0.42795232
86,0.51171035,0.48828968
87,0.71363145,0.28636867
88,0.67525727,0.32474273
89,0.71811324,0.28188673
90,0.6050024,0.39499763
91,0.39103505,0.6089649
92,0.6357929,0.36420712
93,0.64000297,0.35999703
94,0.38218766,0.6178124
95,0.68188643,0.31811357
96,0.7176026,0.28239742
97,0.3471594,0.65284055
98,0.3018876,0.6981124
99,0.7445696,0.25543052
100,0.35317472,0.64682525
101,0.6644993,0.3355008
102,0.4067628,0.5932372
103,0.6496644,0.35033563
104,0.64406496,0.35593513
105,0.40269837,0.59730154
106,0.5395908,0.46040934
107,0.5649745,0.43502548
108,0.6340563,0.36594373
109,0.5865424,0.4134575
110,0.69084,0.30915993
111,0.7089769,0.29102296
112,0.5048336,0.49516636
113,0.6473139,0.35268617
114,0.7006304,0.29936963
115,0.67139524,0.32860473
116,0.6884832,0.31151685
117,0.55135936,0.4486407
118,0.5328568,0.4671432
119,0.5182814,0.48171863
120,0.66183144,0.3381686
121,0.59053105,0.40946907
122,0.7082981,0.29170188
123,0.45929652,0.54070354
124,0.40528637,0.5947137
125,0.44382277,0.55617726
126,0.4878066,0.51219344
127,0.65605044,0.3439496
128,0.7255274,0.2744726
129,0.39959586,0.6004041
130,0.39922103,0.60077894
131,0.5783672,0.42163277
132,0.6458418,0.35415816
133,0.40398696,0.59601295
134,0.46703008,0.53296995
135,0.6949316,0.30506837
136,0.5316242,0.46837577
137,0.4218039,0.5781961
138,0.64560187,0.354398
139,0.44915387,0.55084616
140,0.75044173,0.24955843
141,0.58017063,0.4198294
142,0.6396903,0.36030978
143,0.557814,0.44218594
144,0.6909136,0.30908644
145,0.6984142,0.30158597
146,0.3630795,0.63692045
147,0.39151347,0.6084865
148,0.67249316,0.32750678
149,0.69845754,0.30154246
150,0.34997585,0.6500241
151,0.5678181,0.43218192
152,0.64942,0.35057992
153,0.6278838,0.37211612
154,0.6814742,0.31852582
155,0.5521538,0.44784623
156,0.5004732,0.4995268
157,0.70024246,0.2997577
158,0.6434051,0.35659492
159,0.73554975,0.2644502
